Taxa	SubjectID	Analysis4	Name	SNV	IgA+IgM-	IgM+IgA-	IgM+IgA+	IgA-IgM-IgG-
Firmicutes Faecalibacterium f5f5e0da89730462abaf6301a9557193	F7-2	Pos_Stool	Firmicutes Faecalibacterium	f5f5e0da89730462abaf6301a9557193	0.0521004622847718	0.412051613090449	0.386399372428997	0.149448552195782
Firmicutes Faecalibacterium f5f5e0da89730462abaf6301a9557193	F8-2	Pos_Stool	Firmicutes Faecalibacterium	f5f5e0da89730462abaf6301a9557193	0.0201710693826433	0.493826244322432	0.205255112135977	0.280747574158949
Firmicutes Faecalibacterium f5f5e0da89730462abaf6301a9557193	F9-2	Pos_Stool	Firmicutes Faecalibacterium	f5f5e0da89730462abaf6301a9557193	0.00830582691030089	0.427102507698605	0.0454469680982806	0.519144697292813
Firmicutes Faecalibacterium f5f5e0da89730462abaf6301a9557193	F9-3	Pos_Stool	Firmicutes Faecalibacterium	f5f5e0da89730462abaf6301a9557193	0.085093320084042	0.498095205243164	0.0293138004998844	0.38749767417291
Firmicutes Gemmiger 9639a3291729a3758207b47715d9205f	F1-1	Pos_Stool	Firmicutes Gemmiger	9639a3291729a3758207b47715d9205f	0.296585092728694	0.00265867332514195	0.443352044540582	0.257404189405581
Firmicutes Gemmiger 9639a3291729a3758207b47715d9205f	F10-1	Pos_Stool	Firmicutes Gemmiger	9639a3291729a3758207b47715d9205f	0.063950566521302	0.0886265143222821	0.0565072008364006	0.790915718320015
Firmicutes Gemmiger 9639a3291729a3758207b47715d9205f	F10-2	Pos_Stool	Firmicutes Gemmiger	9639a3291729a3758207b47715d9205f	0.368458533732536	0.00424580787372715	0.0232522946145905	0.604043363779146
Firmicutes Gemmiger 9639a3291729a3758207b47715d9205f	F11-2	Pos_Stool	Firmicutes Gemmiger	9639a3291729a3758207b47715d9205f	0.0470374873800138	0.00307611748747323	0.0513256067989365	0.898560788333576
Firmicutes Gemmiger 9639a3291729a3758207b47715d9205f	F12-2	Pos_Stool	Firmicutes Gemmiger	9639a3291729a3758207b47715d9205f	0.101954328341173	0.0132562887330732	0.0197297140008696	0.865059668924884
Firmicutes Gemmiger 9639a3291729a3758207b47715d9205f	F12-3	Pos_Stool	Firmicutes Gemmiger	9639a3291729a3758207b47715d9205f	0.0289015931701417	0.117876179517065	0.0279783314808765	0.825243895831917
Firmicutes Gemmiger 9639a3291729a3758207b47715d9205f	F13-2	Pos_Stool	Firmicutes Gemmiger	9639a3291729a3758207b47715d9205f	0.127050178477591	0.282195042354888	0.150938362281382	0.439816416886138
Firmicutes Gemmiger 9639a3291729a3758207b47715d9205f	F15-2	Pos_Stool	Firmicutes Gemmiger	9639a3291729a3758207b47715d9205f	0.269577818287471	0.0011932500037864	0.718768013544315	0.0104609181644276
Firmicutes Gemmiger 9639a3291729a3758207b47715d9205f	F2-2	Pos_Stool	Firmicutes Gemmiger	9639a3291729a3758207b47715d9205f	0.25	0.25	0.25	0.25
Firmicutes Gemmiger 9639a3291729a3758207b47715d9205f	F4-2	Pos_Stool	Firmicutes Gemmiger	9639a3291729a3758207b47715d9205f	0.0561426261690153	0.0446958842281082	0.0178333529090032	0.881328136693873
Firmicutes Gemmiger 9639a3291729a3758207b47715d9205f	F5-2	Pos_Stool	Firmicutes Gemmiger	9639a3291729a3758207b47715d9205f	0.0322753351858406	0.127620192604334	0.223809065296991	0.616295406912834
Firmicutes Gemmiger 9639a3291729a3758207b47715d9205f	F6-2	Pos_Stool	Firmicutes Gemmiger	9639a3291729a3758207b47715d9205f	0.00721818976037465	0.0305763966069847	0.0609746879338285	0.901230725698812
Firmicutes Gemmiger 9639a3291729a3758207b47715d9205f	F7-2	Pos_Stool	Firmicutes Gemmiger	9639a3291729a3758207b47715d9205f	0.00562899409399755	0.0731935490799576	0.117227309847925	0.80395014697812
Firmicutes Gemmiger 9639a3291729a3758207b47715d9205f	F8-2	Pos_Stool	Firmicutes Gemmiger	9639a3291729a3758207b47715d9205f	0.0039138735415217	0.0664186435230602	0.0275702783167394	0.902097204618679
Firmicutes Gemmiger 9639a3291729a3758207b47715d9205f	F9-2	Pos_Stool	Firmicutes Gemmiger	9639a3291729a3758207b47715d9205f	0.000195068398604474	0.144578889098224	0.00665762417712239	0.848568418326049
Firmicutes Gemmiger 9639a3291729a3758207b47715d9205f	F9-3	Pos_Stool	Firmicutes Gemmiger	9639a3291729a3758207b47715d9205f	0.0249697956626401	0.0482131869321151	0.0109939587917384	0.915823058613506
Firmicutes Lachnospiraceae 0a035a7ec1f4a194dd7fbda3c5660db0	F1-1	Pos_Stool	Firmicutes Lachnospiraceae	0a035a7ec1f4a194dd7fbda3c5660db0	0.0219805118842248	0.06354520391807	0.378810391050925	0.535663893146781
Firmicutes Lachnospiraceae 0a035a7ec1f4a194dd7fbda3c5660db0	F10-1	Pos_Stool	Firmicutes Lachnospiraceae	0a035a7ec1f4a194dd7fbda3c5660db0	0.389651080906246	0.140673755996041	0.143671397143613	0.3260037659541
Firmicutes Lachnospiraceae 0a035a7ec1f4a194dd7fbda3c5660db0	F10-2	Pos_Stool	Firmicutes Lachnospiraceae	0a035a7ec1f4a194dd7fbda3c5660db0	0.509176363633857	0.137069959630567	0.136701574863923	0.217052101871654
Firmicutes Lachnospiraceae 0a035a7ec1f4a194dd7fbda3c5660db0	F11-2	Pos_Stool	Firmicutes Lachnospiraceae	0a035a7ec1f4a194dd7fbda3c5660db0	0.25	0.25	0.25	0.25
Firmicutes Lachnospiraceae 0a035a7ec1f4a194dd7fbda3c5660db0	F12-2	Pos_Stool	Firmicutes Lachnospiraceae	0a035a7ec1f4a194dd7fbda3c5660db0	0.0133020887510972	0.835607096791448	0.137788725706358	0.0133020887510972
Firmicutes Lachnospiraceae 0a035a7ec1f4a194dd7fbda3c5660db0	F12-3	Pos_Stool	Firmicutes Lachnospiraceae	0a035a7ec1f4a194dd7fbda3c5660db0	0.016492247108884	0.170327689119485	0.399921647242925	0.413258416528706
Firmicutes Lachnospiraceae 0a035a7ec1f4a194dd7fbda3c5660db0	F13-2	Pos_Stool	Firmicutes Lachnospiraceae	0a035a7ec1f4a194dd7fbda3c5660db0	0.00508804584751782	0.00508804584751782	0.00508804584751782	0.984735862457447
Firmicutes Lachnospiraceae 0a035a7ec1f4a194dd7fbda3c5660db0	F15-2	Pos_Stool	Firmicutes Lachnospiraceae	0a035a7ec1f4a194dd7fbda3c5660db0	0.0992842109636734	0.463837386186944	0.401109244559611	0.035769158289772
Firmicutes Lachnospiraceae 0a035a7ec1f4a194dd7fbda3c5660db0	F2-2	Pos_Stool	Firmicutes Lachnospiraceae	0a035a7ec1f4a194dd7fbda3c5660db0	0.25	0.25	0.25	0.25
Firmicutes Lachnospiraceae 0a035a7ec1f4a194dd7fbda3c5660db0	F4-2	Pos_Stool	Firmicutes Lachnospiraceae	0a035a7ec1f4a194dd7fbda3c5660db0	0.543764361813244	0.152078546062252	0.152078546062252	0.152078546062252
Firmicutes Lachnospiraceae 0a035a7ec1f4a194dd7fbda3c5660db0	F5-2	Pos_Stool	Firmicutes Lachnospiraceae	0a035a7ec1f4a194dd7fbda3c5660db0	0.25	0.25	0.25	0.25
Firmicutes Lachnospiraceae 0a035a7ec1f4a194dd7fbda3c5660db0	F6-2	Pos_Stool	Firmicutes Lachnospiraceae	0a035a7ec1f4a194dd7fbda3c5660db0	0.0374907659828844	0.142571910230508	0.407748694091137	0.41218862969547
Firmicutes Lachnospiraceae 0a035a7ec1f4a194dd7fbda3c5660db0	F7-2	Pos_Stool	Firmicutes Lachnospiraceae	0a035a7ec1f4a194dd7fbda3c5660db0	0.25	0.25	0.25	0.25
Firmicutes Lachnospiraceae 0a035a7ec1f4a194dd7fbda3c5660db0	F8-2	Pos_Stool	Firmicutes Lachnospiraceae	0a035a7ec1f4a194dd7fbda3c5660db0	0.00717368409381327	0.667130041085753	0.00717368409381327	0.318522590726621
Firmicutes Lachnospiraceae 0a035a7ec1f4a194dd7fbda3c5660db0	F9-2	Pos_Stool	Firmicutes Lachnospiraceae	0a035a7ec1f4a194dd7fbda3c5660db0	0.25	0.25	0.25	0.25
Firmicutes Lachnospiraceae 0a035a7ec1f4a194dd7fbda3c5660db0	F9-3	Pos_Stool	Firmicutes Lachnospiraceae	0a035a7ec1f4a194dd7fbda3c5660db0	0.295693413787765	0.109266450556648	0.147903315680694	0.447136819974894
Firmicutes Lachnospiraceae 119eea33cb9f505d6a20297d132e792a	F1-1	Pos_Stool	Firmicutes Lachnospiraceae	119eea33cb9f505d6a20297d132e792a	0.0083537545590474	0.336136868805509	0.31527007053677	0.340239306098673
Firmicutes Lachnospiraceae 119eea33cb9f505d6a20297d132e792a	F10-1	Pos_Stool	Firmicutes Lachnospiraceae	119eea33cb9f505d6a20297d132e792a	0.454636884429921	0.0573325052868775	0.480715107031056	0.00731550325214597
Firmicutes Lachnospiraceae 119eea33cb9f505d6a20297d132e792a	F10-2	Pos_Stool	Firmicutes Lachnospiraceae	119eea33cb9f505d6a20297d132e792a	0.154234573130642	0.0543912124600795	0.461987541473684	0.329386672935595
Firmicutes Lachnospiraceae 119eea33cb9f505d6a20297d132e792a	F11-2	Pos_Stool	Firmicutes Lachnospiraceae	119eea33cb9f505d6a20297d132e792a	0.25	0.25	0.25	0.25
Firmicutes Lachnospiraceae 119eea33cb9f505d6a20297d132e792a	F12-2	Pos_Stool	Firmicutes Lachnospiraceae	119eea33cb9f505d6a20297d132e792a	0.152979104054984	0.507942426225311	0.184163011141486	0.15491545857822
Firmicutes Lachnospiraceae 119eea33cb9f505d6a20297d132e792a	F12-3	Pos_Stool	Firmicutes Lachnospiraceae	119eea33cb9f505d6a20297d132e792a	0.0472410179785874	0.352830815857376	0.505318937965719	0.0946092281983172
Firmicutes Lachnospiraceae 119eea33cb9f505d6a20297d132e792a	F13-2	Pos_Stool	Firmicutes Lachnospiraceae	119eea33cb9f505d6a20297d132e792a	0.0362938205261407	0.307678167632223	0.587581326892634	0.0684466849490019
Firmicutes Lachnospiraceae 119eea33cb9f505d6a20297d132e792a	F15-2	Pos_Stool	Firmicutes Lachnospiraceae	119eea33cb9f505d6a20297d132e792a	0.000460253139896613	0.905902724730779	0.0867045199842056	0.00693250214511899
Firmicutes Lachnospiraceae 119eea33cb9f505d6a20297d132e792a	F2-2	Pos_Stool	Firmicutes Lachnospiraceae	119eea33cb9f505d6a20297d132e792a	0.00177120973862511	0.178184932860823	0.00177120973862511	0.818272647661927
Firmicutes Lachnospiraceae 119eea33cb9f505d6a20297d132e792a	F4-2	Pos_Stool	Firmicutes Lachnospiraceae	119eea33cb9f505d6a20297d132e792a	0.25	0.25	0.25	0.25
Firmicutes Lachnospiraceae 119eea33cb9f505d6a20297d132e792a	F5-2	Pos_Stool	Firmicutes Lachnospiraceae	119eea33cb9f505d6a20297d132e792a	0.00493912728936512	0.335737475511124	0.345466036752838	0.313857360446673
Firmicutes Lachnospiraceae 119eea33cb9f505d6a20297d132e792a	F6-2	Pos_Stool	Firmicutes Lachnospiraceae	119eea33cb9f505d6a20297d132e792a	0.00339566437894964	0.720031230412061	0.242370778285702	0.0342023269232875
Firmicutes Lachnospiraceae 119eea33cb9f505d6a20297d132e792a	F7-2	Pos_Stool	Firmicutes Lachnospiraceae	119eea33cb9f505d6a20297d132e792a	0.25	0.25	0.25	0.25
Firmicutes Lachnospiraceae 119eea33cb9f505d6a20297d132e792a	F8-2	Pos_Stool	Firmicutes Lachnospiraceae	119eea33cb9f505d6a20297d132e792a	0.00377637482609322	0.943325286613311	0.049121963734502	0.00377637482609322
Firmicutes Lachnospiraceae 119eea33cb9f505d6a20297d132e792a	F9-2	Pos_Stool	Firmicutes Lachnospiraceae	119eea33cb9f505d6a20297d132e792a	0.00977343559786513	0.554046270704291	0.182757616017402	0.253422677680442
Firmicutes Lachnospiraceae 119eea33cb9f505d6a20297d132e792a	F9-3	Pos_Stool	Firmicutes Lachnospiraceae	119eea33cb9f505d6a20297d132e792a	0.689454575427376	0.0555988417062902	0.0957653122038151	0.159181270662519
Firmicutes Lachnospiraceae 2c0c62ea09b2efe01bacdcbcf558d2b8	F1-1	Pos_Stool	Firmicutes Lachnospiraceae	2c0c62ea09b2efe01bacdcbcf558d2b8	0.0450832024387307	0.556591606374546	0.353241988747992	0.0450832024387307
Firmicutes Lachnospiraceae 2c0c62ea09b2efe01bacdcbcf558d2b8	F10-1	Pos_Stool	Firmicutes Lachnospiraceae	2c0c62ea09b2efe01bacdcbcf558d2b8	0.00618080185039274	0.751474269783045	0.236164126516169	0.00618080185039274
Firmicutes Lachnospiraceae 2c0c62ea09b2efe01bacdcbcf558d2b8	F10-2	Pos_Stool	Firmicutes Lachnospiraceae	2c0c62ea09b2efe01bacdcbcf558d2b8	0.103164390009369	0.237474700946615	0.530743902107994	0.128617006936021
Firmicutes Lachnospiraceae 2c0c62ea09b2efe01bacdcbcf558d2b8	F11-2	Pos_Stool	Firmicutes Lachnospiraceae	2c0c62ea09b2efe01bacdcbcf558d2b8	0.25	0.25	0.25	0.25
Firmicutes Lachnospiraceae 2c0c62ea09b2efe01bacdcbcf558d2b8	F12-2	Pos_Stool	Firmicutes Lachnospiraceae	2c0c62ea09b2efe01bacdcbcf558d2b8	0.00603505051047973	0.898745821470686	0.0891840775083548	0.00603505051047973
Firmicutes Lachnospiraceae 2c0c62ea09b2efe01bacdcbcf558d2b8	F12-3	Pos_Stool	Firmicutes Lachnospiraceae	2c0c62ea09b2efe01bacdcbcf558d2b8	0.0944529908132326	0.0197168156554553	0.879784447710775	0.00604574582053749
Firmicutes Lachnospiraceae 2c0c62ea09b2efe01bacdcbcf558d2b8	F13-2	Pos_Stool	Firmicutes Lachnospiraceae	2c0c62ea09b2efe01bacdcbcf558d2b8	0.00369643874513556	0.306134345161375	0.686472777348354	0.00369643874513556
Firmicutes Lachnospiraceae 2c0c62ea09b2efe01bacdcbcf558d2b8	F15-2	Pos_Stool	Firmicutes Lachnospiraceae	2c0c62ea09b2efe01bacdcbcf558d2b8	0.000772328048851425	0.701485040985296	0.274831058923897	0.0229115720419557
Firmicutes Lachnospiraceae 2c0c62ea09b2efe01bacdcbcf558d2b8	F2-2	Pos_Stool	Firmicutes Lachnospiraceae	2c0c62ea09b2efe01bacdcbcf558d2b8	0.25	0.25	0.25	0.25
Firmicutes Lachnospiraceae 2c0c62ea09b2efe01bacdcbcf558d2b8	F4-2	Pos_Stool	Firmicutes Lachnospiraceae	2c0c62ea09b2efe01bacdcbcf558d2b8	0.0217874638808343	0.479789819961961	0.47663525227637	0.0217874638808343
Firmicutes Lachnospiraceae 2c0c62ea09b2efe01bacdcbcf558d2b8	F5-2	Pos_Stool	Firmicutes Lachnospiraceae	2c0c62ea09b2efe01bacdcbcf558d2b8	0.25	0.25	0.25	0.25
Firmicutes Lachnospiraceae 2c0c62ea09b2efe01bacdcbcf558d2b8	F6-2	Pos_Stool	Firmicutes Lachnospiraceae	2c0c62ea09b2efe01bacdcbcf558d2b8	0.000493245556815272	0.923859437356938	0.0566520669667438	0.0189952501195032
Firmicutes Lachnospiraceae 2c0c62ea09b2efe01bacdcbcf558d2b8	F7-2	Pos_Stool	Firmicutes Lachnospiraceae	2c0c62ea09b2efe01bacdcbcf558d2b8	0.25	0.25	0.25	0.25
Firmicutes Lachnospiraceae 2c0c62ea09b2efe01bacdcbcf558d2b8	F8-2	Pos_Stool	Firmicutes Lachnospiraceae	2c0c62ea09b2efe01bacdcbcf558d2b8	0.0263042955495826	0.832941760907779	0.114449647993056	0.0263042955495826
Firmicutes Lachnospiraceae 2c0c62ea09b2efe01bacdcbcf558d2b8	F9-2	Pos_Stool	Firmicutes Lachnospiraceae	2c0c62ea09b2efe01bacdcbcf558d2b8	0.0652040891751487	0.478879449980358	0.390712371669345	0.0652040891751487
Firmicutes Lachnospiraceae 2c0c62ea09b2efe01bacdcbcf558d2b8	F9-3	Pos_Stool	Firmicutes Lachnospiraceae	2c0c62ea09b2efe01bacdcbcf558d2b8	0.0115779897683811	0.72494068454394	0.251903335919297	0.0115779897683811
Firmicutes Lachnospiraceae 2e4f2b53b856c4def6d021d01f5abb70	F1-1	Pos_Stool	Firmicutes Lachnospiraceae	2e4f2b53b856c4def6d021d01f5abb70	0.0298873948814358	0.0160563955757699	0.480752135957307	0.473304073585487
Firmicutes Lachnospiraceae 2e4f2b53b856c4def6d021d01f5abb70	F10-1	Pos_Stool	Firmicutes Lachnospiraceae	2e4f2b53b856c4def6d021d01f5abb70	0.0861756114546752	0.0822783178824874	0.073639274921723	0.757906795741114
Firmicutes Lachnospiraceae 2e4f2b53b856c4def6d021d01f5abb70	F10-2	Pos_Stool	Firmicutes Lachnospiraceae	2e4f2b53b856c4def6d021d01f5abb70	0.193811223391606	0.0107247519868415	0.147507583700135	0.647956440921418
Firmicutes Lachnospiraceae 2e4f2b53b856c4def6d021d01f5abb70	F11-2	Pos_Stool	Firmicutes Lachnospiraceae	2e4f2b53b856c4def6d021d01f5abb70	0.0373592836311812	0.255853289219924	0.464398288129867	0.242389139019028
Firmicutes Lachnospiraceae 2e4f2b53b856c4def6d021d01f5abb70	F12-2	Pos_Stool	Firmicutes Lachnospiraceae	2e4f2b53b856c4def6d021d01f5abb70	0.174684068962881	0.184993110362245	0.472734558658	0.167588262016874
Firmicutes Lachnospiraceae 2e4f2b53b856c4def6d021d01f5abb70	F12-3	Pos_Stool	Firmicutes Lachnospiraceae	2e4f2b53b856c4def6d021d01f5abb70	0.175419268786972	0.00496571700770241	0.325906438841282	0.493708575364044
Firmicutes Lachnospiraceae 2e4f2b53b856c4def6d021d01f5abb70	F13-2	Pos_Stool	Firmicutes Lachnospiraceae	2e4f2b53b856c4def6d021d01f5abb70	0.127686609763083	0.0040932837863671	0.807832735865255	0.0603873705852958
Firmicutes Lachnospiraceae 2e4f2b53b856c4def6d021d01f5abb70	F15-2	Pos_Stool	Firmicutes Lachnospiraceae	2e4f2b53b856c4def6d021d01f5abb70	0.00242004629719383	0.659839588185938	0.330348915951061	0.00739144956580679
Firmicutes Lachnospiraceae 2e4f2b53b856c4def6d021d01f5abb70	F2-2	Pos_Stool	Firmicutes Lachnospiraceae	2e4f2b53b856c4def6d021d01f5abb70	0.00845830234814376	0.113938528075957	0.0926993475608159	0.784903822015084
Firmicutes Lachnospiraceae 2e4f2b53b856c4def6d021d01f5abb70	F4-2	Pos_Stool	Firmicutes Lachnospiraceae	2e4f2b53b856c4def6d021d01f5abb70	0.0069809431898247	0.729182048573622	0.0700428829214743	0.193794125315079
Firmicutes Lachnospiraceae 2e4f2b53b856c4def6d021d01f5abb70	F5-2	Pos_Stool	Firmicutes Lachnospiraceae	2e4f2b53b856c4def6d021d01f5abb70	0.0855255622707778	0.0448944939369067	0.0653205979845335	0.804259345807782
Firmicutes Lachnospiraceae 2e4f2b53b856c4def6d021d01f5abb70	F6-2	Pos_Stool	Firmicutes Lachnospiraceae	2e4f2b53b856c4def6d021d01f5abb70	0.00205851563692995	0.604196187346886	0.305952494456602	0.0877928025595823
Firmicutes Lachnospiraceae 2e4f2b53b856c4def6d021d01f5abb70	F7-2	Pos_Stool	Firmicutes Lachnospiraceae	2e4f2b53b856c4def6d021d01f5abb70	0.0671327476864465	0.391729808002174	0.51292322332934	0.02821422098204
Firmicutes Lachnospiraceae 2e4f2b53b856c4def6d021d01f5abb70	F8-2	Pos_Stool	Firmicutes Lachnospiraceae	2e4f2b53b856c4def6d021d01f5abb70	0.00130840607211951	0.480358707295575	0.0403469115048443	0.477985975127461
Firmicutes Lachnospiraceae 2e4f2b53b856c4def6d021d01f5abb70	F9-2	Pos_Stool	Firmicutes Lachnospiraceae	2e4f2b53b856c4def6d021d01f5abb70	0.00502501529732241	0.201305291646096	0.0887836117453909	0.704886081311191
Firmicutes Lachnospiraceae 2e4f2b53b856c4def6d021d01f5abb70	F9-3	Pos_Stool	Firmicutes Lachnospiraceae	2e4f2b53b856c4def6d021d01f5abb70	0.0343341189601372	0.556500441895932	0.132113336814867	0.277052102329064
Firmicutes Lachnospiraceae 4e2e6735331ad01a30c94d2f4c285dc2	F1-1	Pos_Stool	Firmicutes Lachnospiraceae	4e2e6735331ad01a30c94d2f4c285dc2	0.25	0.25	0.25	0.25
Firmicutes Lachnospiraceae 4e2e6735331ad01a30c94d2f4c285dc2	F10-1	Pos_Stool	Firmicutes Lachnospiraceae	4e2e6735331ad01a30c94d2f4c285dc2	0.144067954846945	0.0410514622450075	0.813858336096878	0.00102224681116934
Firmicutes Lachnospiraceae 4e2e6735331ad01a30c94d2f4c285dc2	F10-2	Pos_Stool	Firmicutes Lachnospiraceae	4e2e6735331ad01a30c94d2f4c285dc2	0.300852214336289	0.00528072724946007	0.552549436005585	0.141317622408665
Firmicutes Lachnospiraceae 4e2e6735331ad01a30c94d2f4c285dc2	F11-2	Pos_Stool	Firmicutes Lachnospiraceae	4e2e6735331ad01a30c94d2f4c285dc2	0.25	0.25	0.25	0.25
Firmicutes Lachnospiraceae 4e2e6735331ad01a30c94d2f4c285dc2	F12-2	Pos_Stool	Firmicutes Lachnospiraceae	4e2e6735331ad01a30c94d2f4c285dc2	0.32539638199701	0.0607003231172627	0.602694775999693	0.0112085188860336
Firmicutes Lachnospiraceae 4e2e6735331ad01a30c94d2f4c285dc2	F12-3	Pos_Stool	Firmicutes Lachnospiraceae	4e2e6735331ad01a30c94d2f4c285dc2	0.0075082615918424	0.0669320118829586	0.918051464933357	0.0075082615918424
Firmicutes Lachnospiraceae 4e2e6735331ad01a30c94d2f4c285dc2	F13-2	Pos_Stool	Firmicutes Lachnospiraceae	4e2e6735331ad01a30c94d2f4c285dc2	0.25	0.25	0.25	0.25
Firmicutes Lachnospiraceae 4e2e6735331ad01a30c94d2f4c285dc2	F15-2	Pos_Stool	Firmicutes Lachnospiraceae	4e2e6735331ad01a30c94d2f4c285dc2	0.0262956567735995	0.102608653315213	0.844800033137588	0.0262956567735995
Firmicutes Lachnospiraceae 4e2e6735331ad01a30c94d2f4c285dc2	F2-2	Pos_Stool	Firmicutes Lachnospiraceae	4e2e6735331ad01a30c94d2f4c285dc2	0.25	0.25	0.25	0.25
Firmicutes Lachnospiraceae 4e2e6735331ad01a30c94d2f4c285dc2	F4-2	Pos_Stool	Firmicutes Lachnospiraceae	4e2e6735331ad01a30c94d2f4c285dc2	0.25	0.25	0.25	0.25
Firmicutes Lachnospiraceae 4e2e6735331ad01a30c94d2f4c285dc2	F5-2	Pos_Stool	Firmicutes Lachnospiraceae	4e2e6735331ad01a30c94d2f4c285dc2	0.00695490225102669	0.100201797102608	0.89098066330416	0.00186263734220467
Firmicutes Lachnospiraceae 4e2e6735331ad01a30c94d2f4c285dc2	F6-2	Pos_Stool	Firmicutes Lachnospiraceae	4e2e6735331ad01a30c94d2f4c285dc2	0.00755929274559393	0.0362641966765564	0.941434512669701	0.0147419979081489
Firmicutes Lachnospiraceae 4e2e6735331ad01a30c94d2f4c285dc2	F7-2	Pos_Stool	Firmicutes Lachnospiraceae	4e2e6735331ad01a30c94d2f4c285dc2	0.25	0.25	0.25	0.25
Firmicutes Lachnospiraceae 4e2e6735331ad01a30c94d2f4c285dc2	F8-2	Pos_Stool	Firmicutes Lachnospiraceae	4e2e6735331ad01a30c94d2f4c285dc2	0.00423723148610219	0.693261420157945	0.0436969155065369	0.258804432849416
Firmicutes Lachnospiraceae 4e2e6735331ad01a30c94d2f4c285dc2	F9-2	Pos_Stool	Firmicutes Lachnospiraceae	4e2e6735331ad01a30c94d2f4c285dc2	0.15891907212198	0.144618561530516	0.576352760768393	0.120109605579112
Firmicutes Lachnospiraceae 4e2e6735331ad01a30c94d2f4c285dc2	F9-3	Pos_Stool	Firmicutes Lachnospiraceae	4e2e6735331ad01a30c94d2f4c285dc2	0.269297518034603	0.123796903475594	0.147073217317222	0.459832361172581
Firmicutes Lachnospiraceae 61535a40adb8221483821e3984d0b1ac	F1-1	Pos_Stool	Firmicutes Lachnospiraceae	61535a40adb8221483821e3984d0b1ac	0.00425119845908224	0.203214669033206	0.520037179444235	0.272496953063477
Firmicutes Lachnospiraceae 61535a40adb8221483821e3984d0b1ac	F10-1	Pos_Stool	Firmicutes Lachnospiraceae	61535a40adb8221483821e3984d0b1ac	0.372503108733055	0.22345534117234	0.179295125034568	0.224746425060037
Firmicutes Lachnospiraceae 61535a40adb8221483821e3984d0b1ac	F10-2	Pos_Stool	Firmicutes Lachnospiraceae	61535a40adb8221483821e3984d0b1ac	0.37600704734621	0.00778470214505259	0.162286789467974	0.453921461040763
Firmicutes Lachnospiraceae 61535a40adb8221483821e3984d0b1ac	F11-2	Pos_Stool	Firmicutes Lachnospiraceae	61535a40adb8221483821e3984d0b1ac	0.0539424324282448	0.25450164771365	0.00214963308096874	0.689406286777136
Firmicutes Lachnospiraceae 61535a40adb8221483821e3984d0b1ac	F12-2	Pos_Stool	Firmicutes Lachnospiraceae	61535a40adb8221483821e3984d0b1ac	0.0932729821965656	0.194303691484463	0.0600573561307504	0.652365970188221
Firmicutes Lachnospiraceae 61535a40adb8221483821e3984d0b1ac	F12-3	Pos_Stool	Firmicutes Lachnospiraceae	61535a40adb8221483821e3984d0b1ac	0.448225178985221	0.0171262687569573	0.279724015207769	0.254924537050053
Firmicutes Lachnospiraceae 61535a40adb8221483821e3984d0b1ac	F13-2	Pos_Stool	Firmicutes Lachnospiraceae	61535a40adb8221483821e3984d0b1ac	0.0286076928354345	0.440778386609415	0.476811750416474	0.0538021701386764
Firmicutes Lachnospiraceae 61535a40adb8221483821e3984d0b1ac	F15-2	Pos_Stool	Firmicutes Lachnospiraceae	61535a40adb8221483821e3984d0b1ac	0.0417381774546722	0.120346346925808	0.599171418541092	0.238744057078427
Firmicutes Lachnospiraceae 61535a40adb8221483821e3984d0b1ac	F2-2	Pos_Stool	Firmicutes Lachnospiraceae	61535a40adb8221483821e3984d0b1ac	0.25	0.25	0.25	0.25
Firmicutes Lachnospiraceae 61535a40adb8221483821e3984d0b1ac	F4-2	Pos_Stool	Firmicutes Lachnospiraceae	61535a40adb8221483821e3984d0b1ac	0.0443405072263438	0.523569543737233	0.184527396904749	0.247562552131674
Firmicutes Lachnospiraceae 61535a40adb8221483821e3984d0b1ac	F5-2	Pos_Stool	Firmicutes Lachnospiraceae	61535a40adb8221483821e3984d0b1ac	0.25	0.25	0.25	0.25
Firmicutes Lachnospiraceae 61535a40adb8221483821e3984d0b1ac	F6-2	Pos_Stool	Firmicutes Lachnospiraceae	61535a40adb8221483821e3984d0b1ac	0.153884757202676	0.0391570855853996	0.804384643627688	0.00257351358423572
Firmicutes Lachnospiraceae 61535a40adb8221483821e3984d0b1ac	F7-2	Pos_Stool	Firmicutes Lachnospiraceae	61535a40adb8221483821e3984d0b1ac	0.25	0.25	0.25	0.25
Firmicutes Lachnospiraceae 61535a40adb8221483821e3984d0b1ac	F8-2	Pos_Stool	Firmicutes Lachnospiraceae	61535a40adb8221483821e3984d0b1ac	0.0203146566724186	0.00383097173198867	0.0337852235025693	0.942069148093023
Firmicutes Lachnospiraceae 61535a40adb8221483821e3984d0b1ac	F9-2	Pos_Stool	Firmicutes Lachnospiraceae	61535a40adb8221483821e3984d0b1ac	0.0200465572150319	0.123796402699216	0.013046842934838	0.843110197150914
Firmicutes Lachnospiraceae 61535a40adb8221483821e3984d0b1ac	F9-3	Pos_Stool	Firmicutes Lachnospiraceae	61535a40adb8221483821e3984d0b1ac	0.00203791655406243	0.532195181473972	0.340447613628941	0.125319288343025
Firmicutes Lachnospiraceae 662a40a2523f7669fa865700fc74a1cf	F1-1	Pos_Stool	Firmicutes Lachnospiraceae	662a40a2523f7669fa865700fc74a1cf	0.25	0.25	0.25	0.25
